IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i7 index (if applicable)	i5 Index (or single index)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
SAMP-240	D07_Rep1_CM	CVDC_CM_D7_r1_Input	Human	EXP-831	AVD	2018-06-21	AVD_214	AVD_214	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A06	*First available of SE100, PE50, PE100	SEQ-1319			NA	NA	NA	NA	NA	NA	NA		
SAMP-242	D09_Rep1_CM	CVDC_CM_D9_r1_Input	Human	EXP-832	AVD	2018-06-21	AVD_215	AVD_215	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A07	*First available of SE100, PE50, PE100	SEQ-1320			NA	NA	NA	NA	NA	NA	NA		
SAMP-244	D15_Rep1_CM	CVDC_CM_D15_r1_Input	Human	EXP-833	AVD	2018-06-21	AVD_216	AVD_216	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A12	*First available of SE100, PE50, PE100	SEQ-1321			NA	NA	NA	NA	NA	NA	NA		
SAMP-246	D05_Rep1_Epi	CVDC_Epi_D5_r1_Input	Human	EXP-834	AVD	2018-06-21	AVD_217	AVD_217	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A13	*First available of SE100, PE50, PE100	SEQ-1322			NA	NA	NA	NA	NA	NA	NA		
SAMP-248	D07_Rep1_Epi	CVDC_Epi_D7_r1_Input	Human	EXP-835	AVD	2018-06-21	AVD_218	AVD_218	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A14	*First available of SE100, PE50, PE100	SEQ-1323			NA	NA	NA	NA	NA	NA	NA		
SAMP-250	D09_Rep1_Epi	CVDC_Epi_D9_r1_Input	Human	EXP-836	AVD	2018-06-21	AVD_219	AVD_219	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A15	*First available of SE100, PE50, PE100	SEQ-1324			NA	NA	NA	NA	NA	NA	NA		
SAMP-252	D15_Rep1_Epi	CVDC_Epi_D15_r1_Input	Human	EXP-837	AVD	2018-06-21	AVD_220	AVD_220	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A16	*First available of SE100, PE50, PE100	SEQ-1325			NA	NA	NA	NA	NA	NA	NA		
SAMP-254	D20_Rep1_Epi	CVDC_Epi_D20_r1_Input	Human	EXP-838	AVD	2018-06-21	AVD_221	AVD_221	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A18	*First available of SE100, PE50, PE100	SEQ-1326			NA	NA	NA	NA	NA	NA	NA		
SAMP-230	D05_Rep1_VE	CVDC_VE_D5_r1_Input	Human	EXP-839	AVD	2018-06-21	AVD_222	AVD_222	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A19	*First available of SE100, PE50, PE100	SEQ-1327			NA	NA	NA	NA	NA	NA	NA		
SAMP-232	D07_Rep1_VE	CVDC_VE_D7_r1_Input	Human	EXP-840	AVD	2018-06-21	AVD_223	AVD_223	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A27	*First available of SE100, PE50, PE100	SEQ-1328			NA	NA	NA	NA	NA	NA	NA		
SAMP-234	D09_Rep1_VE	CVDC_VE_D9_r1_Input	Human	EXP-841	AVD	2018-06-21	AVD_224	AVD_224	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A23	*First available of SE100, PE50, PE100	SEQ-1329			NA	NA	NA	NA	NA	NA	NA		
SAMP-236	D15_Rep1_VE	CVDC_VE_D15_r1_Input	Human	EXP-842	AVD	2018-06-21	AVD_225	AVD_225	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.06	NA	A25	*First available of SE100, PE50, PE100	SEQ-1330			NA	NA	NA	NA	NA	NA	NA		
SAMP-596	KP	KP_H3K36me3 - JHMI ChIP	Human	EXP-783	AVD	2018-06-21	AVD_169	AVD_169_3	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.08	NA	A22	Re-Full seq	SEQ-1331			NA	NA	NA	NA	NA	NA	NA		
SAMP-596	KP	KP_Input - JHMI ChIP	Human	EXP-784	AVD	2018-06-21	AVD_170	AVD_170_3	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.08	NA	A23	Re-Full seq	SEQ-1332			NA	NA	NA	NA	NA	NA	NA		
SAMP-597	con0066	Con0066_H3K36me3 - JHMI ChIP	Human	EXP-785	AVD	2018-06-21	AVD_171	AVD_171_3	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.07	NA	A25	Re-Full seq	SEQ-1333			NA	NA	NA	NA	NA	NA	NA		
SAMP-597	con0066	Con0066_Input - JHMI ChIP	Human	EXP-786	AVD	2018-06-21	AVD_172	AVD_172_3	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.06	NA	A27	Re-Full seq	SEQ-1334			NA	NA	NA	NA	NA	NA	NA		
SAMP-596	KP	KP_H3K36me3 - JHMI ChIP	Human	EXP-783	AVD	2018-06-21	AVD_169	AVD_169_1_2_3	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.08	NA	A22	Re-Full seq	SEQ-1335			NA	NA	NA	NA	NA	NA	NA		
SAMP-596	KP	KP_Input - JHMI ChIP	Human	EXP-784	AVD	2018-06-21	AVD_170	AVD_170_1_2_3	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.08	NA	A23	Re-Full seq	SEQ-1336			NA	NA	NA	NA	NA	NA	NA		
SAMP-597	con0066	Con0066_H3K36me3 - JHMI ChIP	Human	EXP-785	AVD	2018-06-21	AVD_171	AVD_171_1_2_3	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.07	NA	A25	Re-Full seq	SEQ-1337			NA	NA	NA	NA	NA	NA	NA		
SAMP-597	con0066	Con0066_Input - JHMI ChIP	Human	EXP-786	AVD	2018-06-21	AVD_172	AVD_172_1_2_3	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.06	NA	A27	Re-Full seq	SEQ-1338			NA	NA	NA	NA	NA	NA	NA		
SAMP-617	PTEN/P53 S3	PTEN/P53_H3K4me3	Mouse	EXP-771	AVD	2018-06-21	AVD_157	AVD_157_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.03	NA	A01	Re-Full seq	SEQ-1339			NA	NA	NA	NA	NA	NA	NA		
SAMP-618	TRAMP C3	TRAMP C3_H3K4me3	Mouse	EXP-772	AVD	2018-06-21	AVD_158	AVD_158_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.04	NA	A03	Re-Full seq	SEQ-1340			NA	NA	NA	NA	NA	NA	NA		
SAMP-619	MC38	MC38_H3K4me3	Mouse	EXP-773	AVD	2018-06-21	AVD_159	AVD_159_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.03	NA	A08	Re-Full seq	SEQ-1341			NA	NA	NA	NA	NA	NA	NA		
SAMP-621	B16-OVA	B16-OVA_H3K4me3	Mouse	EXP-774	AVD	2018-06-21	AVD_160	AVD_160_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.04	NA	A09	Re-Full seq	SEQ-1342			NA	NA	NA	NA	NA	NA	NA		
SAMP-617	PTEN/P53 S3	PTEN/P53 S3_Input	Mouse	EXP-779	AVD	2018-06-21	AVD_165	AVD_165_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.16	NA	A18	Re-Full seq	SEQ-1343			NA	NA	NA	NA	NA	NA	NA		
SAMP-618	TRAMP C3	TRAMP C3_Input	Mouse	EXP-780	AVD	2018-06-21	AVD_166	AVD_166_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.12	NA	A19	Re-Full seq	SEQ-1344			NA	NA	NA	NA	NA	NA	NA		
SAMP-619	MC38	MC38_Input	Mouse	EXP-781	AVD	2018-06-21	AVD_167	AVD_167_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.13	NA	A20	Re-Full seq	SEQ-1345			NA	NA	NA	NA	NA	NA	NA		
SAMP-621	B16-OVA	B16-OVA_Input	Mouse	EXP-782	AVD	2018-06-21	AVD_168	AVD_168_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.15	NA	A21	Re-Full seq	SEQ-1346			NA	NA	NA	NA	NA	NA	NA		
SAMP-617	PTEN/P53 S3	PTEN/P53_H3K4me3	Mouse	EXP-771	AVD	2018-06-21	AVD_157	AVD_157_1_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.03	NA	A01	Re-Full seq	SEQ-1347			NA	NA	NA	NA	NA	NA	NA		
SAMP-618	TRAMP C3	TRAMP C3_H3K4me3	Mouse	EXP-772	AVD	2018-06-21	AVD_158	AVD_158_1_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.04	NA	A03	Re-Full seq	SEQ-1348			NA	NA	NA	NA	NA	NA	NA		
SAMP-619	MC38	MC38_H3K4me3	Mouse	EXP-773	AVD	2018-06-21	AVD_159	AVD_159_1_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.03	NA	A08	Re-Full seq	SEQ-1349			NA	NA	NA	NA	NA	NA	NA		
SAMP-621	B16-OVA	B16-OVA_H3K4me3	Mouse	EXP-774	AVD	2018-06-21	AVD_160	AVD_160_1_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.04	NA	A09	Re-Full seq	SEQ-1350			NA	NA	NA	NA	NA	NA	NA		
SAMP-617	PTEN/P53 S3	PTEN/P53 S3_Input	Mouse	EXP-779	AVD	2018-06-21	AVD_165	AVD_165_1_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.16	NA	A18	Re-Full seq	SEQ-1351			NA	NA	NA	NA	NA	NA	NA		
SAMP-618	TRAMP C3	TRAMP C3_Input	Mouse	EXP-780	AVD	2018-06-21	AVD_166	AVD_166_1_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.12	NA	A19	Re-Full seq	SEQ-1352			NA	NA	NA	NA	NA	NA	NA		
SAMP-619	MC38	MC38_Input	Mouse	EXP-781	AVD	2018-06-21	AVD_167	AVD_167_1_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.13	NA	A20	Re-Full seq	SEQ-1353			NA	NA	NA	NA	NA	NA	NA		
SAMP-621	B16-OVA	B16-OVA_Input	Mouse	EXP-782	AVD	2018-06-21	AVD_168	AVD_168_1_2	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.15	NA	A21	Re-Full seq	SEQ-1354			NA	NA	NA	NA	NA	NA	NA		
SAMP-226	D00_Rep1	CVDC_D0_r1_H3K4me1	Human	EXP-789	AVD	2018-06-21	AVD_173	AVD_173_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A01	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1355			NA	NA	NA	NA	NA	NA	NA		
SAMP-228	D03_Rep1	CVDC_D3_r1_H3K4me1	Human	EXP-790	AVD	2018-06-21	AVD_174	AVD_174_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A03	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1356			NA	NA	NA	NA	NA	NA	NA		
SAMP-238	D05_Rep1_CM	CVDC_CM_D5_r1_H3K4me1	Human	EXP-791	AVD	2018-06-21	AVD_175	AVD_175_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A08	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1357			NA	NA	NA	NA	NA	NA	NA		
SAMP-240	D07_Rep1_CM	CVDC_CM_D7_r1_H3K4me1	Human	EXP-792	AVD	2018-06-21	AVD_176	AVD_176_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A09	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1358			NA	NA	NA	NA	NA	NA	NA		
SAMP-242	D09_Rep1_CM	CVDC_CM_D9_r1_H3K4me1	Human	EXP-793	AVD	2018-06-21	AVD_177	AVD_177_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A10	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1359			NA	NA	NA	NA	NA	NA	NA		
SAMP-244	D15_Rep1_CM	CVDC_CM_D15_r1_H3K4me1	Human	EXP-794	AVD	2018-06-21	AVD_178	AVD_178_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A11	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1360			NA	NA	NA	NA	NA	NA	NA		
SAMP-246	D05_Rep1_Epi	CVDC_Epi_D5_r1_H3K4me1	Human	EXP-795	AVD	2018-06-21	AVD_179	AVD_179_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A16	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1361			NA	NA	NA	NA	NA	NA	NA		
SAMP-248	D07_Rep1_Epi	CVDC_Epi_D7_r1_H3K4me1	Human	EXP-796	AVD	2018-06-21	AVD_180	AVD_180_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A18	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1362			NA	NA	NA	NA	NA	NA	NA		
SAMP-250	D09_Rep1_Epi	CVDC_Epi_D9_r1_H3K4me1	Human	EXP-797	AVD	2018-06-21	AVD_181	AVD_181_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A19	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1363			NA	NA	NA	NA	NA	NA	NA		
SAMP-252	D15_Rep1_Epi	CVDC_Epi_D15_r1_H3K4me1	Human	EXP-798	AVD	2018-06-21	AVD_182	AVD_182_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A20	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1364			NA	NA	NA	NA	NA	NA	NA		
SAMP-254	D20_Rep1_Epi	CVDC_Epi_D20_r1_H3K4me1	Human	EXP-799	AVD	2018-06-21	AVD_183	AVD_183_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A21	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1365			NA	NA	NA	NA	NA	NA	NA		
SAMP-230	D05_Rep1_VE	CVDC_VE_D5_r1_H3K4me1	Human	EXP-800	AVD	2018-06-21	AVD_184	AVD_184_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A22	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1366			NA	NA	NA	NA	NA	NA	NA		
SAMP-232	D07_Rep1_VE	CVDC_VE_D7_r1_H3K4me1	Human	EXP-801	AVD	2018-06-21	AVD_185	AVD_185_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A23	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1367			NA	NA	NA	NA	NA	NA	NA		
SAMP-234	D09_Rep1_VE	CVDC_VE_D9_r1_H3K4me1	Human	EXP-802	AVD	2018-06-21	AVD_186	AVD_186_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A25	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1368			NA	NA	NA	NA	NA	NA	NA		
SAMP-236	D15_Rep1_VE	CVDC_VE_D15_r1_H3K4me1	Human	EXP-803	AVD	2018-06-21	AVD_187	AVD_187_1_2	ChIP-seq	IGM	HiSeq4000	Other (please explain in notes)	Other (please explain in notes)	0.07	NA	A27	Full seq at IGM; *First available of SE100, PE50, PE100	SEQ-1369			NA	NA	NA	NA	NA	NA	NA		
SAMP-622	ID8_Luc	ID8_Luc_H3K4me3	Mouse	EXP-804	AVD	2018-06-22	AVD_188	AVD_188_1_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.12	NA	A01	Re-Full seq of Pfizer K4	SEQ-1370			NA	NA	NA	NA	NA	NA	NA		
SAMP-620	RENCA	RENCA_H3K4me3	Mouse	EXP-806	AVD	2018-06-22	AVD_190	AVD_190_1_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.36	NA	A08	Re-Full seq of Pfizer K4	SEQ-1371			NA	NA	NA	NA	NA	NA	NA		
SAMP-622	ID8_Luc	ID8_Luc_Input	Mouse	EXP-808	AVD	2018-06-22	AVD_192	AVD_192_1_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	NA	A23	Re-Full seq of Pfizer K4	SEQ-1372			NA	NA	NA	NA	NA	NA	NA		
SAMP-620	RENCA	RENCA_Input	Mouse	EXP-809	AVD	2018-06-22	AVD_193	AVD_193_1_2	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.41	NA	A22	Re-Full seq of Pfizer K4	SEQ-1373			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_1	Human	EXP-849	JYH	2018-06-25	JYH_473	JYH_473	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	743	520	Biomek_19th	SEQ-1374			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_2	Human	EXP-850	JYH	2018-06-25	JYH_474	JYH_474	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	743	521	Biomek_19th	SEQ-1375			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_3	Human	EXP-851	JYH	2018-06-25	JYH_475	JYH_475	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	743	522	Biomek_19th	SEQ-1376			NA	NA	NA	NA	NA	NA	NA		
Other	3T3	3T3_1	Mouse	EXP-852	JYH	2018-06-25	JYH_476	JYH_476	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	743	523	Biomek_19th	SEQ-1377			NA	NA	NA	NA	NA	NA	NA		
Other	3T3	3T3_2	Mouse	EXP-853	JYH	2018-06-25	JYH_477	JYH_477	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	743	524	Biomek_19th	SEQ-1378			NA	NA	NA	NA	NA	NA	NA		
Other	3T3	3T3_3	Mouse	EXP-854	JYH	2018-06-25	JYH_478	JYH_478	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	743	525	Biomek_19th	SEQ-1379			NA	NA	NA	NA	NA	NA	NA		
Other	GM12878	GM12878_1	Human	EXP-855	JYH	2018-06-25	JYH_479	JYH_479	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	743	526	Biomek_19th	SEQ-1380			NA	NA	NA	NA	NA	NA	NA		
Other	GM12878	GM12878_2	Human	EXP-856	JYH	2018-06-25	JYH_480	JYH_480	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	743	527	Biomek_19th	SEQ-1381			NA	NA	NA	NA	NA	NA	NA		
SAMP-159	GM19240	GM19240_Biomek	Human	EXP-857	JYH	2018-06-25	JYH_481	JYH_481	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	744	520	Biomek_19th	SEQ-1382			NA	NA	NA	NA	NA	NA	NA		
SAMP-159	GM19240	GM19240_Hand_Size	Human	EXP-865	JYH	2018-06-25	JYH_489	JYH_489	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	745	520	Biomek_19th	SEQ-1383			NA	NA	NA	NA	NA	NA	NA		
SAMP-676	MBP#1820_Hippocampus	MBP#1820_Hippocampus	Mouse	EXP-874	JYH	2018-06-25	JYH_498	JYH_498	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	703	503	Mouse Hippo	SEQ-1384			NA	NA	NA	NA	NA	NA	NA		
SAMP-677	MBP#1821_Hippocampus	MBP#1821_Hippocampus	Mouse	EXP-875	JYH	2018-06-25	JYH_499	JYH_499	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	704	505	Mouse Hippo	SEQ-1385			NA	NA	NA	NA	NA	NA	NA		
SAMP-678	MBP#1821_Cortex	MBP#1821_Cortex	Mouse	EXP-876	JYH	2018-06-25	JYH_500	JYH_500	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	705	506	Mouse Hippo	SEQ-1386			NA	NA	NA	NA	NA	NA	NA		
SAMP-159	GM19240	GM19240_3%	Human	EXP-877	JYH	2018-06-25	JYH_501	JYH_501	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	731	528	Biomek_20th SDS test	SEQ-1387			NA	NA	NA	NA	NA	NA	NA		
SAMP-159	GM19240	GM19240_2%	Human	EXP-878	JYH	2018-06-25	JYH_502	JYH_502	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	731	529	Biomek_20th SDS test	SEQ-1388			NA	NA	NA	NA	NA	NA	NA		
SAMP-159	GM19240	GM19240_1.75%	Human	EXP-879	JYH	2018-06-25	JYH_503	JYH_503	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	731	530	Biomek_20th SDS test	SEQ-1389			NA	NA	NA	NA	NA	NA	NA		
SAMP-159	GM19240	GM19240_1.5%	Human	EXP-880	JYH	2018-06-25	JYH_504	JYH_504	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	731	531	Biomek_20th SDS test	SEQ-1390			NA	NA	NA	NA	NA	NA	NA		
SAMP-159	GM19240	GM19240_1.25%	Human	EXP-881	JYH	2018-06-25	JYH_505	JYH_505	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	731	532	Biomek_20th SDS test	SEQ-1391			NA	NA	NA	NA	NA	NA	NA		
SAMP-159	GM19240	GM19240_1%	Human	EXP-882	JYH	2018-06-25	JYH_506	JYH_506	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	731	533	Biomek_20th SDS test	SEQ-1392			NA	NA	NA	NA	NA	NA	NA		
SAMP-159	GM19240	GM19240_0.75%	Human	EXP-883	JYH	2018-06-25	JYH_507	JYH_507	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	731	534	Biomek_20th SDS test	SEQ-1393			NA	NA	NA	NA	NA	NA	NA		
SAMP-159	GM19240	GM19240_0.5%	Human	EXP-884	JYH	2018-06-25	JYH_508	JYH_508	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	731	535	Biomek_20th SDS test	SEQ-1394			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_3%	Human	EXP-885	JYH	2018-06-25	JYH_509	JYH_509	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	732	528	Biomek_20th SDS test	SEQ-1395			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_2%	Human	EXP-886	JYH	2018-06-25	JYH_510	JYH_510	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	732	529	Biomek_20th SDS test	SEQ-1396			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_1.75%	Human	EXP-887	JYH	2018-06-25	JYH_511	JYH_511	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	732	530	Biomek_20th SDS test	SEQ-1397			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_1.5%	Human	EXP-888	JYH	2018-06-25	JYH_512	JYH_512	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	732	531	Biomek_20th SDS test	SEQ-1398			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_1.25%	Human	EXP-889	JYH	2018-06-25	JYH_513	JYH_513	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	732	532	Biomek_20th SDS test	SEQ-1399			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_1%	Human	EXP-890	JYH	2018-06-25	JYH_514	JYH_514	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	732	533	Biomek_20th SDS test	SEQ-1400			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_0.75%	Human	EXP-891	JYH	2018-06-25	JYH_515	JYH_515	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	732	534	Biomek_20th SDS test	SEQ-1401			NA	NA	NA	NA	NA	NA	NA		
Other	HepG2	HepG2_0.5%	Human	EXP-892	JYH	2018-06-25	JYH_516	JYH_516	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	732	535	Biomek_20th SDS test	SEQ-1402			NA	NA	NA	NA	NA	NA	NA		
SAMP-547	UMB 40 Human	Human grind new Tn5 method	Human	EXP-894	XH	2016-07-09	XH_36	XH_36_1	scATAC-seq	EPIGEN	NextSeq550 Mid	Other (please explain in notes)	PE	1.00			50+10+12+50	SEQ-1403			NA	NA	NA	NA	NA	NA	NA		
SAMP-227	D00_Rep2	CVDC_D0_r2_H3K4me1	Human	EXP-921	AVD	2018-08-20	AVD_226	AVD_226	ChIP-seq	EPIGEN	NextSeq550 High			0.06	A01	NA	CVDC K4me1 rep2	SEQ-1404			NA	NA	NA	NA	NA	NA	NA		
SAMP-229	D03_Rep2	CVDC_D3_r2_H3K4me1	Human	EXP-922	AVD	2018-08-20	AVD_227	AVD_227	ChIP-seq	EPIGEN	NextSeq550 High			0.06	A02	NA	CVDC K4me1 rep3	SEQ-1405			NA	NA	NA	NA	NA	NA	NA		
SAMP-239	D05_Rep2_CM	CVDC_CM_D5_r2_H3K4me1	Human	EXP-923	AVD	2018-08-20	AVD_228	AVD_228	ChIP-seq	EPIGEN	NextSeq550 High			0.06	A03	NA	CVDC K4me1 rep4	SEQ-1406			NA	NA	NA	NA	NA	NA	NA		
SAMP-241	D07_Rep2_CM	CVDC_CM_D7_r2_H3K4me1	Human	EXP-924	AVD	2018-08-20	AVD_229	AVD_229	ChIP-seq	EPIGEN	NextSeq550 High			0.06	A04	NA	CVDC K4me1 rep5	SEQ-1407			NA	NA	NA	NA	NA	NA	NA		
SAMP-243	D09_Rep2_CM	CVDC_CM_D9_r2_H3K4me1	Human	EXP-925	AVD	2018-08-20	AVD_230	AVD_230	ChIP-seq	EPIGEN	NextSeq550 High			0.06	A05	NA	CVDC K4me1 rep6	SEQ-1408			NA	NA	NA	NA	NA	NA	NA		
SAMP-245	D15_Rep2_CM	CVDC_CM_D15_r2_H3K4me1	Human	EXP-926	AVD	2018-08-20	AVD_231	AVD_231	ChIP-seq	EPIGEN	NextSeq550 High			0.06	A06	NA	CVDC K4me1 rep7	SEQ-1409			NA	NA	NA	NA	NA	NA	NA		
