IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i5 Index (or single index)	i7 index (if applicable)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
SAMP-232	D07_Rep1_VE	D07_Rep1_VE	human	EXP-121	JYH	1/12/2018	JYH_130	JYH_130_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S506	N704	Neil Chi Rep1	SEQ-569			NA	NA	NA	NA	NA	NA	NA		
SAMP-234	D09_Rep1_VE	D09_Rep1_VE	human	EXP-122	JYH	1/12/2018	JYH_131	JYH_131_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S507	N705	Neil Chi Rep1	SEQ-570			NA	NA	NA	NA	NA	NA	NA		
SAMP-236	D15_Rep1_VE	D15_Rep1_VE	human	EXP-123	JYH	1/12/2018	JYH_132	JYH_132_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S508	N706	Neil Chi Rep1	SEQ-571			NA	NA	NA	NA	NA	NA	NA		
SAMP-238	D05_Rep1_CM	D05_Rep1_CM	human	EXP-124	JYH	1/12/2018	JYH_133	JYH_133_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S510	N707	Neil Chi Rep1	SEQ-572			NA	NA	NA	NA	NA	NA	NA		
SAMP-240	D07_Rep1_CM	D07_Rep1_CM	human	EXP-125	JYH	1/12/2018	JYH_134	JYH_134_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S511	N710	Neil Chi Rep1	SEQ-573			NA	NA	NA	NA	NA	NA	NA		
SAMP-242	D09_Rep1_CM	D09_Rep1_CM	human	EXP-126	JYH	1/12/2018	JYH_135	JYH_135_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S506	N701	Neil Chi Rep1	SEQ-574			NA	NA	NA	NA	NA	NA	NA		
SAMP-244	D15_Rep1_CM	D15_Rep1_CM	human	EXP-127	JYH	1/12/2018	JYH_136	JYH_136_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S507	N702	Neil Chi Rep1	SEQ-575			NA	NA	NA	NA	NA	NA	NA		
SAMP-246	D05_Rep1_Epi	D05_Rep1_Epi	human	EXP-128	JYH	1/12/2018	JYH_137	JYH_137_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S508	N703	Neil Chi Rep1	SEQ-576			NA	NA	NA	NA	NA	NA	NA		
SAMP-248	D07_Rep1_Epi	D07_Rep1_Epi	human	EXP-129	JYH	1/12/2018	JYH_138	JYH_138_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S510	N704	Neil Chi Rep1	SEQ-577			NA	NA	NA	NA	NA	NA	NA		
SAMP-250	D09_Rep1_Epi	D09_Rep1_Epi	human	EXP-130	JYH	1/12/2018	JYH_139	JYH_139_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S511	N705	Neil Chi Rep1	SEQ-578			NA	NA	NA	NA	NA	NA	NA		
SAMP-252	D15_Rep1_Epi	D15_Rep1_Epi	human	EXP-131	JYH	1/12/2018	JYH_140	JYH_140_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S502	N706	Neil Chi Rep1	SEQ-579			NA	NA	NA	NA	NA	NA	NA		
SAMP-254	D20_Rep1_Epi	D20_Rep1_Epi	human	EXP-132	JYH	1/12/2018	JYH_141	JYH_141_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S503	N707	Neil Chi Rep1	SEQ-580			NA	NA	NA	NA	NA	NA	NA		
SAMP-247	D05_Rep2_Epi	D05_Rep2_Epi	human	EXP-144	JYH	1/12/2018	JYH_153	JYH_153_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S503	N703		SEQ-581			NA	NA	NA	NA	NA	NA	NA		
SAMP-227	D00_Rep2	D00_Rep2	human	EXP-134	JYH	1/12/2018	JYH_143	JYH_143_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S510	N701		SEQ-582			NA	NA	NA	NA	NA	NA	NA		
SAMP-229	D03_Rep2	D03_Rep2	human	EXP-135	JYH	1/12/2018	JYH_144	JYH_144_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S511	N702		SEQ-583			NA	NA	NA	NA	NA	NA	NA		
SAMP-231	D05_Rep2_VE	D05_Rep2_VE	human	EXP-136	JYH	1/12/2018	JYH_145	JYH_145_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S503	N703		SEQ-584			NA	NA	NA	NA	NA	NA	NA		
SAMP-233	D07_Rep2_VE	D07_Rep2_VE	human	EXP-137	JYH	1/12/2018	JYH_146	JYH_146_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S503	N704		SEQ-585			NA	NA	NA	NA	NA	NA	NA		
SAMP-235	D09_Rep2_VE	D09_Rep2_VE	human	EXP-138	JYH	1/12/2018	JYH_147	JYH_147_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S505	N705		SEQ-586			NA	NA	NA	NA	NA	NA	NA		
SAMP-237	D15_Rep2_VE	D15_Rep2_VE	human	EXP-139	JYH	1/12/2018	JYH_148	JYH_148_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S506	N706		SEQ-587			NA	NA	NA	NA	NA	NA	NA		
SAMP-239	D05_Rep2_CM	D05_Rep2_CM	human	EXP-140	JYH	1/12/2018	JYH_149	JYH_149_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S507	N707		SEQ-588			NA	NA	NA	NA	NA	NA	NA		
SAMP-241	D07_Rep2_CM	D07_Rep2_CM	human	EXP-141	JYH	1/12/2018	JYH_150	JYH_150_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S508	N710		SEQ-589			NA	NA	NA	NA	NA	NA	NA		
SAMP-243	D09_Rep2_CM	D09_Rep2_CM	human	EXP-142	JYH	1/12/2018	JYH_151	JYH_151_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S511	N701		SEQ-590			NA	NA	NA	NA	NA	NA	NA		
SAMP-245	D15_Rep2_CM	D15_Rep2_CM	human	EXP-143	JYH	1/12/2018	JYH_152	JYH_152_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S503	N702		SEQ-591			NA	NA	NA	NA	NA	NA	NA		
SAMP-249	D07_Rep2_Epi	D07_Rep2_Epi	human	EXP-145	JYH	1/12/2018	JYH_154	JYH_154_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S505	N704		SEQ-592			NA	NA	NA	NA	NA	NA	NA		
SAMP-251	D09_Rep2_Epi	D09_Rep2_Epi	human	EXP-146	JYH	1/12/2018	JYH_155	JYH_155_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S506	N705		SEQ-593			NA	NA	NA	NA	NA	NA	NA		
SAMP-253	D15_Rep2_Epi	D15_Rep2_Epi	human	EXP-147	JYH	1/12/2018	JYH_156	JYH_156_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S507	N706		SEQ-594			NA	NA	NA	NA	NA	NA	NA		
SAMP-255	D20_Rep2_Epi	D20_Rep2_Epi	human	EXP-148	JYH	1/12/2018	JYH_157	JYH_157_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S508	N707		SEQ-595			NA	NA	NA	NA	NA	NA	NA		
SAMP-228	D03_Rep1	D03_Rep1	human	EXP-119	JYH	1/12/2018	JYH_128	JYH_128_2m	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S503	N702	Neil Chi Rep1	SEQ-596			NA	NA	NA	NA	NA	NA	NA		
SAMP-229	D03_Rep2	D03_Rep2	human	EXP-135	JYH	1/12/2018	JYH_144	JYH_144_2m	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S511	N702		SEQ-597			NA	NA	NA	NA	NA	NA	NA		
SAMP-228	D03_Rep1	D03_Rep1	human	EXP-119	JYH	10/26/2017	JYH_128	JYH_128m	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S503	N702	Neil Chi Rep1	SEQ-598			NA	NA	NA	NA	NA	NA	NA		
SAMP-229	D03_Rep2	D03_Rep2	human	EXP-135	JYH	10/26/2017	JYH_144	JYH_144m	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S511	N702	Neil Chi Rep1	SEQ-599			NA	NA	NA	NA	NA	NA	NA		
SAMP-439	Day3_+Gx	Day3_+Gx	human	EXP-411	JYH	2/13/2018	JYH_283	JYH_283m	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S506	N702		SEQ-600			NA	NA	NA	NA	NA	NA	NA		
SAMP-440	Day3_-Gx	Day3_-Gx	human	EXP-412	JYH	2/13/2018	JYH_284	JYH_284m	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S507	N703		SEQ-601			NA	NA	NA	NA	NA	NA	NA		
SAMP-464	NCIH1048 C2	NCIH1048 C2	human	EXP-400	JYH	2/22/2018	JYH_272	JYH_272_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S503	N701		SEQ-602			NA	NA	NA	NA	NA	NA	NA		
SAMP-465	NCIH1048 T2	NCIH1048 T2	human	EXP-401	JYH	2/22/2018	JYH_273	JYH_273_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S502	N702		SEQ-603			NA	NA	NA	NA	NA	NA	NA		
SAMP-466	NCIH1048 O2	NCIH1048 O2	human	EXP-402	JYH	2/22/2018	JYH_274	JYH_274_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S505	N703		SEQ-604			NA	NA	NA	NA	NA	NA	NA		
SAMP-467	NCIH1048 N2	NCIH1048 N2	human	EXP-403	JYH	2/22/2018	JYH_275	JYH_275_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S506	N704		SEQ-605			NA	NA	NA	NA	NA	NA	NA		
SAMP-468	NCIH1048 R2	NCIH1048 R2	human	EXP-404	JYH	2/22/2018	JYH_276	JYH_276_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S507	N705		SEQ-606			NA	NA	NA	NA	NA	NA	NA		
SAMP-469	NCIH1048 V2	NCIH1048 V2	human	EXP-405	JYH	2/22/2018	JYH_277	JYH_277_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S508	N706		SEQ-607			NA	NA	NA	NA	NA	NA	NA		
SAMP-470	NCIH1048 T5	NCIH1048 T5	human	EXP-406	JYH	2/22/2018	JYH_278	JYH_278_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S510	N707		SEQ-608			NA	NA	NA	NA	NA	NA	NA		
SAMP-471	NCIH1048 O5	NCIH1048 O5	human	EXP-407	JYH	2/22/2018	JYH_279	JYH_279_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S511	N710		SEQ-609			NA	NA	NA	NA	NA	NA	NA		
SAMP-472	NCIH1048 N5	NCIH1048 N5	human	EXP-408	JYH	2/22/2018	JYH_280	JYH_280_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S502	N711		SEQ-610			NA	NA	NA	NA	NA	NA	NA		
SAMP-473	NCIH1048 R5	NCIH1048 R5	human	EXP-409	JYH	2/22/2018	JYH_281	JYH_281_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S503	N712		SEQ-611			NA	NA	NA	NA	NA	NA	NA		
SAMP-474	NCIH1048 V5	NCIH1048 V5	human	EXP-410	JYH	2/22/2018	JYH_282	JYH_282_2	ATAC-seq	IGM	HiSeq4000	50	PE	0.18	S505	N701		SEQ-612			NA	NA	NA	NA	NA	NA	NA		
N/A	N/A (special case; not on our MSTS)	input_ 50mg_ probe_ 40 cycles	mouse	N/A	DUG	N/A	SRC1609	SRC1609	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A02	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-465											
N/A	N/A (special case; not on our MSTS)	input_ 50mg_ 10%_ 20 min	mouse	N/A	DUG	N/A	SRC1610	SRC1610	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A03	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-466											
N/A	N/A (special case; not on our MSTS)	input_ 20mg_ 10%_ 10min	mouse	N/A	DUG	N/A	SRC1611	SRC1611	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A04	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-467											
N/A	N/A (special case; not on our MSTS)	input_ 20mg_ 15%_ 10 min	mouse	N/A	DUG	N/A	SRC1612	SRC1612	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A05	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-468											
N/A	N/A (special case; not on our MSTS)	input_ 20mg_ 20% 10 min	mouse	N/A	DUG	N/A	SRC1613	SRC1613	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A06	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-469											
N/A	N/A (special case; not on our MSTS)	H3K27me3_ adult mouse_ cortex	mouse	N/A	DUG	N/A	SRC1614	SRC1614	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A07	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-470											
N/A	N/A (special case; not on our MSTS)	H3K4me2_ adult mouse_ cortex	mouse	N/A	DUG	N/A	SRC1615	SRC1615	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A08	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-471											
N/A	N/A (special case; not on our MSTS)	input_ 50mg_ probe_ 40 cycles	mouse	N/A	DUG	N/A	SRC1609	SRC1609_R1	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A02	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-465											
N/A	N/A (special case; not on our MSTS)	input_ 50mg_ 10%_ 20 min	mouse	N/A	DUG	N/A	SRC1610	SRC1610_R1	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A03	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-466											
N/A	N/A (special case; not on our MSTS)	input_ 20mg_ 10%_ 10min	mouse	N/A	DUG	N/A	SRC1611	SRC1611_R1	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A04	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-467											
N/A	N/A (special case; not on our MSTS)	input_ 20mg_ 15%_ 10 min	mouse	N/A	DUG	N/A	SRC1612	SRC1612_R1	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A05	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-468											
N/A	N/A (special case; not on our MSTS)	input_ 20mg_ 20% 10 min	mouse	N/A	DUG	N/A	SRC1613	SRC1613_R1	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A06	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-469											
N/A	N/A (special case; not on our MSTS)	H3K27me3_ adult mouse_ cortex	mouse	N/A	DUG	N/A	SRC1614	SRC1614_R1	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A07	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-470											
N/A	N/A (special case; not on our MSTS)	H3K4me2_ adult mouse_ cortex	mouse	N/A	DUG	N/A	SRC1615	SRC1615_R1	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A08	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-471											
N/A	N/A (special case; not on our MSTS)	input_ 50mg_ probe_ 40 cycles	mouse	N/A	DUG	N/A	SRC1609	SRC1609_R2	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A02	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-465											
N/A	N/A (special case; not on our MSTS)	input_ 50mg_ 10%_ 20 min	mouse	N/A	DUG	N/A	SRC1610	SRC1610_R2	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A03	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-466											
N/A	N/A (special case; not on our MSTS)	input_ 20mg_ 10%_ 10min	mouse	N/A	DUG	N/A	SRC1611	SRC1611_R2	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A04	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-467											
N/A	N/A (special case; not on our MSTS)	input_ 20mg_ 15%_ 10 min	mouse	N/A	DUG	N/A	SRC1612	SRC1612_R2	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A05	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-468											
N/A	N/A (special case; not on our MSTS)	input_ 20mg_ 20% 10 min	mouse	N/A	DUG	N/A	SRC1613	SRC1613_R2	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A06	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-469											
N/A	N/A (special case; not on our MSTS)	H3K27me3_ adult mouse_ cortex	mouse	N/A	DUG	N/A	SRC1614	SRC1614_R2	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A07	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-470											
N/A	N/A (special case; not on our MSTS)	H3K4me2_ adult mouse_ cortex	mouse	N/A	DUG	N/A	SRC1615	SRC1615_R2	ChIP-seq	LICR	HiSeq4000	50	SE	N/A	A08	(truseq)	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-471											
SAMP-388 / SAMP-389	C4_2_H3K27me3	C4_2_H3K27me3	human	EXP-444	AVD	2/28/2018	AVD_108	AVD_108	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.33	A05	Tru-seq	Pfizer round 2 - pooled two tubes of C4-2 - *sequenced with Sora's library (n=1) and input testing libraries (n=3)	SEQ-636			NA	NA	NA	NA	NA	NA	NA		
SAMP-388 / SAMP-389	C4_2_H3K4me3_1	C4_2_H3K4me3_1	human	EXP-445	AVD	2/28/2018	AVD_109	AVD_109	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.10	A02	Tru-seq	Pfizer round 2 - pooled two tubes of C4-2 - *sequenced with Sora's library (n=1) and input testing libraries (n=3)	SEQ-637			NA	NA	NA	NA	NA	NA	NA		
SAMP-388 / SAMP-389	C4_2_H3K4me3_2	C4_2_H3K4me3_2	human	EXP-446	AVD	2/28/2018	AVD_110	AVD_110	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.10	A04	Tru-seq	Pfizer round 2 - pooled two tubes of C4-2 - *sequenced with Sora's library (n=1) and input testing libraries (n=3)	SEQ-638			NA	NA	NA	NA	NA	NA	NA		
SAMP-388 / SAMP-389	C4_2_Input	C4_2_Input	human	EXP-447	AVD	2/28/2018	AVD_111	AVD_111	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.20	A14	Tru-seq	Pfizer round 2 - pooled two tubes of C4-2 - *sequenced with Sora's library (n=1) and input testing libraries (n=3)	SEQ-639			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input test varying DF_4	K562 Chr_10m_DF 20	human	EXP-425	AVD	2/28/2018	AVD_89	AVD_89	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.07	A06	Tru-seq	Input testing - varying DF	SEQ-640			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input test varying DF_5	K652 Chr_10m_DF 25 	human	EXP-426	AVD	2/28/2018	AVD_90	AVD_90	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.07	A07	Tru-seq	Input testing - varying DF	SEQ-641			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input test varying DF_7	K562 Chr_20m_DF 15	human	EXP-428	AVD	2/28/2018	AVD_92	AVD_92	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.07	A12	Tru-seq	Input testing - varying DF	SEQ-642			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input test varying DF_1	K562 Chr_10m_DF 5	human	EXP-422	AVD	3/12/2018	AVD_112	AVD_112	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		A02	Tru-seq	Input testing - varying DF	SEQ-643			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input test varying DF_2	K562 Chr_10m_DF 10	human	EXP-423	AVD	3/12/2018	AVD_87	AVD_87	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		A04	Tru-seq	Input testing - varying DF	SEQ-644			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input test varying DF_3	K562 Chr_10m_DF 15	human	EXP-424	AVD	3/12/2018	AVD_88	AVD_88	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		A05	Tru-seq	Input testing - varying DF	SEQ-645			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input test varying DF_6	K562 Chr_20m_DF 10	human	EXP-427	AVD	3/12/2018	AVD_91	AVD_91	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		A14	Tru-seq	Input testing - varying DF	SEQ-646			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input test varying DF_8	K562 Chr_20m_DF 20	human	EXP-429	AVD	3/12/2018	AVD_93	AVD_93	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE		A13	Tru-seq	Input testing - varying DF	SEQ-647			NA	NA	NA	NA	NA	NA	NA		
N/A	N/A (special case; not on our MSTS)	input_ 20mg_ 20% 10 min	mouse	N/A	DUG	N/A	SRC1613	SRC1613_2	ChIP-seq	EPIGEN	NextSeq550 Mid	50	PE	N/A	A06	(truseq)		SEQ-469											
SAMP-498	NA0007890555	Salivary Gland	human	EXP-463	XH	3/9/2018	XH_8	XH_8_1	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.57	G1	Tru-seq		SEQ-649			NA	NA	NA	NA	NA	NA	NA		
SAMP-499	NA0007890555	Salivary Gland 	human	EXP-464	XH	3/9/2018	XH_9	XH_9_1	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.57	G2	Tru-seq		SEQ-650			NA	NA	NA	NA	NA	NA	NA		
SAMP-500	NA0007890324	Salivary Gland w/DMSO	human	EXP-465	XH	3/9/2018	XH_10	XH_10_1	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.57	G3	Tru-seq		SEQ-651			NA	NA	NA	NA	NA	NA	NA		
SAMP-501	NA0007888958	Epidermis	human	EXP-466	XH	3/9/2018	XH_11	XH_11_1	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.57	G5	Tru-seq		SEQ-652			NA	NA	NA	NA	NA	NA	NA		
SAMP-502	NA0007888648	Epidermis w/DMSO	human	EXP-467	XH	3/9/2018	XH_12	XH_12_1	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.57	G4	Tru-seq		SEQ-653			NA	NA	NA	NA	NA	NA	NA		
SAMP-462	sample1	sample1	mouse	EXP-387	XH	2/9/2018	XH_4	XH_4_2	scRNA-seq	EPIGEN	NextSeq550 High	26+8+0+98	PE	0.57	F9	Tru-seq		SEQ-517			NA	NA	NA	NA	NA	NA	NA		
SAMP-463	sample 3	sample 3	mouse	EXP-388	XH	2/9/2018	XH_5	XH_5_2	scRNA-seq	EPIGEN	NextSeq550 High	26+8+0+98	PE	0.57	F10	Tru-seq		SEQ-518			NA	NA	NA	NA	NA	NA	NA		
SAMP-498	NA0007890555	Salivary Gland	human	EXP-463	XH	3/12/2018	XH_8	XH_8_2	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.14	G1	Tru-seq		SEQ-649			NA	NA	NA	NA	NA	NA	NA		
SAMP-499	NA0007890555	Salivary Gland 	human	EXP-464	XH	3/12/2018	XH_9	XH_9_2	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.14	G2	Tru-seq		SEQ-650			NA	NA	NA	NA	NA	NA	NA		
SAMP-500	NA0007890324	Salivary Gland w/DMSO	human	EXP-465	XH	3/12/2018	XH_10	XH_10_2	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.14	G3	Tru-seq		SEQ-651			NA	NA	NA	NA	NA	NA	NA		
SAMP-501	NA0007888958	Epidermis	human	EXP-466	XH	3/12/2018	XH_11	XH_11_2	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.14	G5	Tru-seq		SEQ-652			NA	NA	NA	NA	NA	NA	NA		
SAMP-502	NA0007888648	Epidermis w/DMSO	human	EXP-467	XH	3/12/2018	XH_12	XH_12_2	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.14	G4	Tru-seq		SEQ-653			NA	NA	NA	NA	NA	NA	NA		
SAMP-462	sample1	sample1	mouse	EXP-387	XH	3/12/2018	XH_4	XH_4_3	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.14	F9	Tru-seq		SEQ-517			NA	NA	NA	NA	NA	NA	NA		
SAMP-463	sample 3	sample 3	mouse	EXP-388	XH	3/12/2018	XH_5	XH_5_3	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.14	F10	Tru-seq		SEQ-518			NA	NA	NA	NA	NA	NA	NA		
SAMP-392	CEMBA171206_3C	Mini Brain Atlas_Mop_3C_Rep1	mouse	EXP-317	XW	12/18/2018	XW_45	XW_45	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-663			NA	NA	NA	NA	NA	NA	NA		
SAMP-393	CEMBA171207_3C	Mini Brain Atlas_Mop_3C_Rep2	mouse	EXP-318	XW	12/18/2018	XW_46	XW_46	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-664			NA	NA	NA	NA	NA	NA	NA		
SAMP-400	CEMBA171212_4B	Mini Brain Atlas_4B_Rep1	mouse	EXP-314	XW	1/22/2018	XW_47	XW_47	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-665			NA	NA	NA	NA	NA	NA	NA		
